dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,sum_sines
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.3333333333333333,0.2,0.14285714285714285,0.09090909090909091,0.07692307692307693,1.3152924578379483
0.25,0.6666666666666666,0.4,0.2857142857142857,0.18181818181818182,0.15384615384615385,1.8710930234645269
0.75,0.1111111111111111,0.6000000000000001,0.42857142857142855,0.2727272727272727,0.23076923076923078,2.2708210546193346
0.125,0.4444444444444444,0.8,0.5714285714285714,0.36363636363636365,0.3076923076923077,2.4713566922949957
0.625,0.7777777777777777,0.04,0.7142857142857142,0.4545454545454546,0.38461538461538464,2.7961189964485147
0.375,0.2222222222222222,0.24000000000000002,0.8571428571428571,0.5454545454545454,0.46153846153846156,2.544481118617994
0.875,0.5555555555555556,0.44,0.02040816326530612,0.6363636363636364,0.5384615384615385,2.8483957191850195
0.0625,0.8888888888888888,0.6400000000000001,0.16326530612244897,0.7272727272727273,0.6153846153846154,2.840675118184401
0.5625,0.037037037037037035,0.8400000000000001,0.30612244897959184,0.8181818181818182,0.6923076923076923,2.984557497863126
0.3125,0.37037037037037035,0.08,0.4489795918367347,0.9090909090909092,0.7692307692307693,2.667888662967732
0.8125,0.7037037037037037,0.28,0.5918367346938775,0.008264462809917356,0.8461538461538463,2.9642974427050346
0.1875,0.14814814814814814,0.48000000000000004,0.7346938775510203,0.09917355371900827,0.9230769230769231,2.36262230331947
0.6875,0.48148148148148145,0.68,0.8775510204081632,0.19008264462809918,0.00591715976331361,2.6905262148907663
0.4375,0.8148148148148147,0.88,0.04081632653061224,0.28099173553719003,0.08284023668639054,2.3228728498283253
0.9375,0.25925925925925924,0.12,0.18367346938775508,0.371900826446281,0.15976331360946747,1.88727193857046
0.03125,0.5925925925925926,0.32,0.32653061224489793,0.4628099173553719,0.2366863905325444,1.9060306901251134
0.53125,0.9259259259259258,0.52,0.4693877551020408,0.5537190082644627,0.3136094674556213,3.0893578216200055
0.28125,0.07407407407407407,0.7200000000000001,0.6122448979591837,0.6446280991735537,0.3905325443786982,2.567235944529197
0.78125,0.4074074074074074,0.92,0.7551020408163265,0.7355371900826446,0.46745562130177515,3.702964277857678
0.15625,0.7407407407407407,0.16,0.8979591836734694,0.8264462809917356,0.5443786982248522,3.02523972329319
0.65625,0.18518518518518517,0.36,0.061224489795918366,0.9173553719008265,0.6213017751479291,2.583829938874973
0.40625,0.5185185185185185,0.56,0.2040816326530612,0.01652892561983471,0.6982248520710059,2.284002537618172
0.90625,0.8518518518518517,0.7600000000000001,0.3469387755102041,0.10743801652892562,0.7751479289940829,3.3756931697473815
0.09375,0.2962962962962963,0.9600000000000001,0.4897959183673469,0.19834710743801653,0.8520710059171599,2.6249247519574057
0.59375,0.6296296296296297,0.008,0.6326530612244897,0.2892561983471074,0.9289940828402368,2.833862489119103
0.34375,0.9629629629629629,0.20800000000000002,0.7755102040816325,0.38016528925619836,0.01183431952662722,2.4473992705284555
0.84375,0.012345679012345678,0.40800000000000003,0.9183673469387754,0.4710743801652893,0.08875739644970415,2.49335679848661
0.21875,0.345679012345679,0.6080000000000001,0.08163265306122448,0.5619834710743801,0.16568047337278108,1.906403401973578
0.71875,0.6790123456790123,0.808,0.22448979591836732,0.6528925619834711,0.242603550295858,3.0797022010477204
0.46875,0.12345679012345678,0.048,0.36734693877551017,0.743801652892562,0.31952662721893493,1.9732447151810686
0.96875,0.4567901234567901,0.24800000000000003,0.5102040816326531,0.834710743801653,0.39644970414201186,3.126317234678779
0.015625,0.7901234567901234,0.448,0.6530612244897959,0.9256198347107438,0.4733727810650888,3.0217332705257753
0.515625,0.2345679012345679,0.6480000000000001,0.7959183673469387,0.024793388429752067,0.5502958579881657,2.591331159211891
0.265625,0.5679012345679013,0.8480000000000001,0.9387755102040816,0.11570247933884298,0.6272189349112426,3.059510356329457
0.765625,0.9012345679012346,0.088,0.1020408163265306,0.2066115702479339,0.7041420118343195,2.5193566106437673
0.140625,0.04938271604938271,0.28800000000000003,0.24489795918367346,0.2975206611570248,0.7810650887573964,1.713204020369746
0.640625,0.38271604938271603,0.48800000000000004,0.3877551020408163,0.38842975206611574,0.8579881656804734,2.9533734910133274
0.390625,0.7160493827160495,0.6880000000000001,0.5306122448979591,0.4793388429752067,0.9349112426035503,3.4439697610501105
0.890625,0.16049382716049382,0.888,0.673469387755102,0.5702479338842975,0.01775147928994083,2.894374995745734
0.078125,0.49382716049382713,0.128,0.8163265306122448,0.6611570247933884,0.09467455621301776,2.1168940277376285
0.578125,0.8271604938271604,0.328,0.9591836734693877,0.7520661157024794,0.1715976331360947,3.2772458978049164
0.328125,0.2716049382716049,0.528,0.12244897959183673,0.8429752066115703,0.24852071005917162,2.20909249463648
0.828125,0.6049382716049383,0.7280000000000001,0.26530612244897955,0.9338842975206613,0.3254437869822485,3.3566239941397
0.203125,0.9382716049382716,0.928,0.4081632653061224,0.03305785123966942,0.40236686390532544,2.6302644972163662
0.703125,0.08641975308641975,0.168,0.5510204081632653,0.12396694214876033,0.47928994082840237,2.008483525548433
0.453125,0.41975308641975306,0.368,0.6938775510204082,0.21487603305785125,0.5562130177514794,2.585785450423704
0.953125,0.7530864197530864,0.5680000000000001,0.836734693877551,0.30578512396694213,0.6331360946745562,3.67224782886601
0.046875,0.19753086419753085,0.7680000000000001,0.9795918367346939,0.39669421487603307,0.7100591715976331,2.8063246507367086
0.546875,0.5308641975308641,0.9680000000000001,0.0029154518950437317,0.487603305785124,0.7869822485207101,3.029704110391561
0.296875,0.8641975308641974,0.016,0.14577259475218657,0.5785123966942148,0.8639053254437871,2.5215278021007475
0.796875,0.30864197530864196,0.21600000000000003,0.2886297376093294,0.6694214876033058,0.9408284023668639,2.9464824933274274
0.171875,0.6419753086419753,0.41600000000000004,0.43148688046647227,0.7603305785123967,0.02366863905325444,2.3049628453688182
0.671875,0.9753086419753085,0.6160000000000001,0.5743440233236151,0.8512396694214877,0.10059171597633138,3.4239089468105024
0.421875,0.024691358024691357,0.8160000000000001,0.7172011661807579,0.9421487603305786,0.1775147928994083,2.8052571580243746
0.921875,0.35802469135802467,0.056,0.8600583090379008,0.04132231404958678,0.25443786982248523,2.2540243068936334
0.109375,0.691358024691358,0.256,0.023323615160349854,0.1322314049586777,0.33136094674556216,1.480452104499278
0.609375,0.13580246913580246,0.456,0.16618075801749269,0.2231404958677686,0.4082840236686391,1.9318461241586697
0.359375,0.4691358024691358,0.6560000000000001,0.30903790087463556,0.31404958677685946,0.485207100591716,2.4932033450309152
0.859375,0.802469135802469,0.8560000000000001,0.4518950437317784,0.4049586776859504,0.562130177514793,3.595377279116896
0.234375,0.24691358024691357,0.096,0.5947521865889213,0.49586776859504134,0.6390532544378699,2.2050344314793096
0.734375,0.5802469135802469,0.29600000000000004,0.737609329446064,0.5867768595041322,0.7159763313609467,3.3926051170746665
0.484375,0.9135802469135802,0.49600000000000005,0.880466472303207,0.6776859504132231,0.7928994082840237,3.8436817925696847
0.984375,0.06172839506172839,0.6960000000000001,0.043731778425655975,0.768595041322314,0.8698224852071007,3.038826978400145
0.0078125,0.3950617283950617,0.896,0.1865889212827988,0.859504132231405,0.9467455621301776,2.9280569985696587
0.5078125,0.7283950617283951,0.136,0.32944606413994165,0.9504132231404959,0.029585798816568053,2.4542771294113357
0.2578125,0.1728395061728395,0.336,0.4723032069970845,0.049586776859504134,0.10650887573964497,1.3674722349584305
0.7578125,0.5061728395061729,0.536,0.6151603498542274,0.14049586776859505,0.18343195266272191,2.5823974343170275
0.1328125,0.839506172839506,0.7360000000000001,0.7580174927113702,0.23140495867768596,0.2603550295857988,2.7223164543274785
0.6328125,0.2839506172839506,0.936,0.9008746355685131,0.32231404958677684,0.33727810650887574,3.1083101092197305
0.3828125,0.6172839506172839,0.176,0.0641399416909621,0.4132231404958678,0.41420118343195267,1.9955641574191314
0.8828125,0.9506172839506172,0.376,0.20699708454810492,0.5041322314049588,0.4911242603550296,3.1136924745917924
0.0703125,0.09876543209876543,0.5760000000000001,0.3498542274052478,0.5950413223140496,0.5680473372781066,2.1548241466050215
0.5703125,0.43209876543209874,0.7760000000000001,0.49271137026239065,0.6859504132231404,0.6449704142011835,3.366702878060125
0.3203125,0.7654320987654321,0.9760000000000001,0.6355685131195334,0.7768595041322315,0.7218934911242604,3.7914599384879213
0.8203125,0.20987654320987653,0.024,0.7784256559766762,0.8677685950413223,0.7988165680473374,3.1452744135226185
0.1953125,0.5432098765432098,0.224,0.9212827988338191,0.9586776859504134,0.8757396449704143,3.3159190285305566
0.6953125,0.8765432098765431,0.42400000000000004,0.08454810495626822,0.05785123966942149,0.9526627218934912,2.7777946088510452
0.4453125,0.32098765432098764,0.6240000000000001,0.22740524781341104,0.1487603305785124,0.03550295857988166,1.7396879713240918
0.9453125,0.654320987654321,0.8240000000000001,0.3702623906705539,0.2396694214876033,0.11242603550295859,2.864600322276513
0.0390625,0.9876543209876543,0.064,0.5131195335276968,0.3305785123966942,0.18934911242603553,1.9414528893280032
0.5390625,0.004115226337448559,0.264,0.6559766763848396,0.42148760330578516,0.26627218934911245,2.06057957915126
0.2890625,0.33744855967078186,0.464,0.7988338192419824,0.5123966942148761,0.3431952662721894,2.606971527400983
0.7890625,0.6707818930041152,0.6640000000000001,0.9416909620991253,0.6033057851239669,0.4201183431952663,3.731354202743811
0.1640625,0.11522633744855966,0.8640000000000001,0.10495626822157433,0.6942148760330579,0.49704142011834324,2.2601182113862395
0.6640625,0.44855967078189296,0.10400000000000001,0.24781341107871718,0.7851239669421488,0.5739644970414202,2.6489650322495977
0.4140625,0.7818930041152262,0.30400000000000005,0.39067055393586003,0.8760330578512397,0.650887573964497,3.1612014915291433
0.9140625,0.22633744855967078,0.504,0.5335276967930028,0.9669421487603307,0.7278106508875739,3.4962962430959585
0.1015625,0.5596707818930041,0.7040000000000001,0.6763848396501457,0.06611570247933884,0.8047337278106509,2.6922585965462247
0.6015625,0.8930041152263374,0.904,0.8192419825072885,0.15702479338842976,0.8816568047337279,3.789499751683767
0.3515625,0.0411522633744856,0.144,0.9620991253644314,0.24793388429752067,0.9585798816568047,2.4131801356175258
