density,radius,drag_coeff,mass,height,alpha,velocity,distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.899597493976895
0.5,0.3333333333333333,0.2,0.14285714285714285,0.09090909090909091,0.07692307692307693,0.058823529411764705,18.233496303578537
0.25,0.6666666666666666,0.4,0.2857142857142857,0.18181818181818182,0.15384615384615385,0.11764705882352941,17.24513259072524
0.75,0.1111111111111111,0.6000000000000001,0.42857142857142855,0.2727272727272727,0.23076923076923078,0.1764705882352941,18.749761283879987
0.125,0.4444444444444444,0.8,0.5714285714285714,0.36363636363636365,0.3076923076923077,0.23529411764705882,18.532438097122377
0.625,0.7777777777777777,0.04,0.7142857142857142,0.4545454545454546,0.38461538461538464,0.29411764705882354,17.875224094940073
0.375,0.2222222222222222,0.24000000000000002,0.8571428571428571,0.5454545454545454,0.46153846153846156,0.3529411764705882,21.46305028219781
0.875,0.5555555555555556,0.44,0.02040816326530612,0.6363636363636364,0.5384615384615385,0.4117647058823529,14.884276048847719
0.0625,0.8888888888888888,0.6400000000000001,0.16326530612244897,0.7272727272727273,0.6153846153846154,0.47058823529411764,15.06302090870846
0.5625,0.037037037037037035,0.8400000000000001,0.30612244897959184,0.8181818181818182,0.6923076923076923,0.5294117647058824,18.62631413820017
0.3125,0.37037037037037035,0.08,0.4489795918367347,0.9090909090909092,0.7692307692307693,0.5882352941176471,20.01498701279814
0.8125,0.7037037037037037,0.28,0.5918367346938775,0.008264462809917356,0.8461538461538463,0.6470588235294118,15.466864723455085
0.1875,0.14814814814814814,0.48000000000000004,0.7346938775510203,0.09917355371900827,0.9230769230769231,0.7058823529411764,21.37477884989304
0.6875,0.48148148148148145,0.68,0.8775510204081632,0.19008264462809918,0.00591715976331361,0.7647058823529411,19.30985244347241
0.4375,0.8148148148148147,0.88,0.04081632653061224,0.28099173553719003,0.08284023668639054,0.8235294117647058,14.70338494916727
0.9375,0.25925925925925924,0.12,0.18367346938775508,0.371900826446281,0.15976331360946747,0.8823529411764706,19.50613843254852
0.03125,0.5925925925925926,0.32,0.32653061224489793,0.4628099173553719,0.2366863905325444,0.9411764705882353,19.97205595977774
0.53125,0.9259259259259258,0.52,0.4693877551020408,0.5537190082644627,0.3136094674556213,0.0034602076124567475,15.144697554243502
0.28125,0.07407407407407407,0.7200000000000001,0.6122448979591837,0.6446280991735537,0.3905325443786982,0.06228373702422145,19.822640543272637
0.78125,0.4074074074074074,0.92,0.7551020408163265,0.7355371900826446,0.46745562130177515,0.12110726643598616,16.733673172075928
0.15625,0.7407407407407407,0.16,0.8979591836734694,0.8264462809917356,0.5443786982248522,0.17993079584775085,19.018756911987076
0.65625,0.18518518518518517,0.36,0.061224489795918366,0.9173553719008265,0.6213017751479291,0.23875432525951557,17.796203171109912
0.40625,0.5185185185185185,0.56,0.2040816326530612,0.01652892561983471,0.6982248520710059,0.2975778546712803,16.29225566649788
0.90625,0.8518518518518517,0.7600000000000001,0.3469387755102041,0.10743801652892562,0.7751479289940829,0.35640138408304495,12.301321919741246
0.09375,0.2962962962962963,0.9600000000000001,0.4897959183673469,0.19834710743801653,0.8520710059171599,0.41522491349480967,18.139268919610398
0.59375,0.6296296296296297,0.008,0.6326530612244897,0.2892561983471074,0.9289940828402368,0.4740484429065744,17.657064425517284
0.34375,0.9629629629629629,0.20800000000000002,0.7755102040816325,0.38016528925619836,0.01183431952662722,0.5328719723183392,18.33113444800008
0.84375,0.012345679012345678,0.40800000000000003,0.9183673469387754,0.4710743801652893,0.08875739644970415,0.5916955017301039,22.159856097434794
0.21875,0.345679012345679,0.6080000000000001,0.08163265306122448,0.5619834710743801,0.16568047337278108,0.6505190311418686,18.913925472909412
0.71875,0.6790123456790123,0.808,0.22448979591836732,0.6528925619834711,0.242603550295858,0.7093425605536332,15.001457756595745
0.46875,0.12345679012345678,0.048,0.36734693877551017,0.743801652892562,0.31952662721893493,0.7681660899653979,22.288253649364613
0.96875,0.4567901234567901,0.24800000000000003,0.5102040816326531,0.834710743801653,0.39644970414201186,0.8269896193771626,18.044616895857253
0.015625,0.7901234567901234,0.448,0.6530612244897959,0.9256198347107438,0.4733727810650888,0.8858131487889274,18.672135735574162
0.515625,0.2345679012345679,0.6480000000000001,0.7959183673469387,0.024793388429752067,0.5502958579881657,0.9446366782006921,20.396465276313492
0.265625,0.5679012345679013,0.8480000000000001,0.9387755102040816,0.11570247933884298,0.6272189349112426,0.006920415224913495,17.390299699445684
0.765625,0.9012345679012346,0.088,0.1020408163265306,0.2066115702479339,0.7041420118343195,0.0657439446366782,14.142738259344897
0.140625,0.04938271604938271,0.28800000000000003,0.24489795918367346,0.2975206611570248,0.7810650887573964,0.1245674740484429,20.318200377325713
0.640625,0.38271604938271603,0.48800000000000004,0.3877551020408163,0.38842975206611574,0.8579881656804734,0.1833910034602076,16.707835584825837
0.390625,0.7160493827160495,0.6880000000000001,0.5306122448979591,0.4793388429752067,0.9349112426035503,0.2422145328719723,15.108846499339325
0.890625,0.16049382716049382,0.888,0.673469387755102,0.5702479338842975,0.01775147928994083,0.30103806228373703,18.5693063546823
0.078125,0.49382716049382713,0.128,0.8163265306122448,0.6611570247933884,0.09467455621301776,0.3598615916955017,21.303919702425844
0.578125,0.8271604938271604,0.328,0.9591836734693877,0.7520661157024794,0.1715976331360947,0.4186851211072664,18.072494091864897
