dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,sum_sines
0.6489063693430587,0.9573370629453762,0.3327856983896207,0.33274878117755935,0.7920428642848416,0.920225722456053,0.2575226784544056,0.7324870664159631,0.6716376798593652,0.7369701644771318,5.8005470176517635
0.0666404062063286,0.25862276722604216,0.3991756496230714,0.8918387942080572,0.5338050072054537,0.257311884914164,0.23567821999776462,0.6122820683102954,0.17934700151954885,0.1205510115693118,3.3594069974622864
0.9983033145052099,0.9813868974224754,0.007397413261181152,0.3848911620780322,0.31569502751420075,0.3151311637154459,0.8506761828092381,0.793450647655504,0.9438919119505024,0.8406548790756232,5.6945278823423395
0.1794101094739209,0.769698790545416,0.4348939358761559,0.4888241112430046,0.005877606322883588,0.09714296498730024,0.9809418828362357,0.006743473824657897,0.41853476961990554,0.45579297139209485,3.552499897739637
0.5307958229937477,0.21821107331044665,0.30975644390171597,0.17038032967830485,0.9858740168308638,0.3687689240344404,0.40466169925062434,0.6797142743029663,0.19192018854725446,0.9385337686501689,4.411024806032233
0.6806149535980542,0.30523414467211085,0.1746517924350165,0.5168089809787197,0.2894290050537561,0.7432159336970888,0.3012081446079826,0.029443172460109968,0.5700528656690532,0.7129008343185798,4.079546074350673
0.6190974870887165,0.3499017260492717,0.06826518961858907,0.3016754373300524,0.3472629606368357,0.5481170848712185,0.9142289742387174,0.7481607425916299,0.5981775108730039,0.1326542777427624,4.317631920611233
0.8828569035775898,0.2844060354319424,0.5821712233422836,0.19479522662999316,0.7284756737507904,0.9141241464443423,0.5953730715963367,0.2561753981338202,0.9861280972867335,0.48426741367261605,5.367964678991201
0.44588540863907666,0.17855227129180806,0.34095329594231805,0.5430371404552985,0.23708742746754075,0.6591891092306221,0.5279390814393805,0.9455802314412229,0.4661076157180567,0.9848513076465756,4.904527953277828
0.6144722360119146,0.13297567601385962,0.4585159816516695,0.06511410156167186,0.9048007935133585,0.315602558036829,0.15598066590299864,0.8212230779823213,0.11480037957902423,0.14934569916178675,3.4641570437335294
0.7703498965198583,0.7501213456371867,0.08982715346788606,0.8775888828932155,0.9921512374596777,0.4357924352549334,0.8143951248119968,0.14272185128542592,0.12694731075759402,0.5603399216062951,5.023983234107982
0.3915826624300093,0.530958591198333,0.24917384375646356,0.1360464765771091,0.7492767079800583,0.4436908796919211,0.804546487200493,0.2722674200475341,0.9098285814924917,0.2682998591412825,4.424551065249937
0.8892258168759706,0.4072681315936332,0.28411380771701233,0.4718931964270875,0.8787536570843903,0.4753772521451578,0.3009276083392699,0.7443576845134262,0.9658038219369723,0.44994766609670367,5.366515521534789
0.9079974771225617,0.21503820277767294,0.5709096508405381,0.6899560003664436,0.7326896746250193,0.35488032784166634,0.8094632275461481,0.5122896501753686,0.7112517043000725,0.7214739753158322,5.722274241708328
0.32097407893736307,0.14367745877252114,0.818850605636984,0.4332296417279421,0.6780791655634015,0.9692011554876008,0.4785354326568113,0.31988153145432563,0.8608249925713155,0.43235653970172494,5.012898224392704
0.8105365491428301,0.9971979235933832,0.7819706948298469,0.6965702986526316,0.4734508517132897,0.9621878018558192,0.9800055987795828,0.2818764263046828,0.7260035155750453,0.3468718174745369,6.299787956382443
0.5081976010523087,0.9491634114357097,0.32579763833354647,0.2923562825929015,0.1262787747296228,0.9319089938273412,0.7817531626611814,0.129190942480648,0.42457657624393896,0.07697048431994935,4.158695119737802
0.017765005409257295,0.6729352192486312,0.8305127763751938,0.12459956610119816,0.6866538751958463,0.56439862269296,0.7679214874070193,0.4044092961923653,0.3419033770467652,0.38347045504361954,4.470002903943945
0.3636169349419811,0.9044404298351496,0.8124725237440016,0.3503717441988544,0.7596667156694582,0.9103181797104639,0.7014477209110512,0.2389427280026074,0.5891986267853621,0.14898368933945716,5.275479877303619
0.6115984754158477,0.37463449468877685,0.7671143983120863,0.5548123810379201,0.8551342894329159,0.7099346547617955,0.8780268121657752,0.6077848249499135,0.3784537761585105,0.7695869367552896,5.973250425905158
0.2821858540586648,0.22200909871327668,0.8717590891138208,0.03194621047751989,0.03646522248317996,0.4541619006036365,0.09999951637506044,0.32275476968590266,0.5985472758683567,0.09345906366028167,2.8449940622530794
0.16748024067426293,0.9329389259880612,0.8062421475352916,0.8128689659283785,0.06724463681986681,0.4322082554237753,0.0006362409799834934,0.607619483467204,0.11129250776234867,0.7977311826733281,4.30248354339183
0.6020346253626873,0.3607263236080943,0.5034797755778949,0.5380715195576857,0.9701886809629738,0.4090080829430053,0.3709472590084978,0.7601284737258496,0.9761220301532764,0.329310614021769,5.3401583875793746
0.28190981245006197,0.6912219042573262,0.9027956045030757,0.7136247350966826,0.5941840515187573,0.7993418273528915,0.8836119568416374,0.03733501223312785,0.1832025177199348,0.5922352391102069,5.182797821610497
0.4785976195431031,0.5215163238166018,0.16025501360500594,0.1426620672980472,0.8728375128224392,0.04981376526889325,0.8175873980751984,0.733786599574697,0.01788081063890845,0.0807366978348324,3.5741407740620676
0.7962829964013158,0.17912049488416282,0.7493339561440618,0.3874692765633051,0.5103002748485245,0.5096878979387687,0.5970214321636221,0.9437456161275295,0.2101623064915067,0.2365658740576181,4.7431949740568795
0.902135974760284,0.20489445773640624,0.6431170779620942,0.7759909643335391,0.02070694327204825,0.6742686328987851,0.13798916738864475,0.9051776452525583,0.765628533913321,0.3308356869877477,4.875175081832061
0.6333894828340241,0.545123356498095,0.2631040489044013,0.22995894426131347,0.8385562770977991,0.8788550627493201,0.700466363258364,0.4494839004995106,0.9221892376102644,0.6413530909413566,5.586389170591373
0.49798340035617983,0.6480715840305796,0.6846470767986779,0.8976284819647722,0.11839246004193049,0.0970961840976774,0.8160770382315213,0.13289841646897615,0.3873573063798931,0.7428220310258354,4.62569838874167
0.7344745981440626,0.5062878833355079,0.0874283684478604,0.41046507735396853,0.5764672085673376,0.6179716877780219,0.5220129324530977,0.9504393230434165,0.8240319208689827,0.004640748817642426,4.816761193391196
0.06907177584223023,0.36047991407445035,0.9169809880866303,0.09167314341678834,0.674374285766626,0.36226381179861966,0.9705710294349819,0.9121605271048082,0.4581077919457539,0.9776081092841385,5.1733054866907615
0.2518549592031879,0.735329667495683,0.8333686929450946,0.8921412463988544,0.8440614714275467,0.6104474003049277,0.9801999070365616,0.22526042702757887,0.09212455053825652,0.18968531776230524,5.093745875102348
0.892287420750473,0.7867988238431163,0.07112495714014544,0.938865632055509,0.6640965722778451,0.7081047176850679,0.8832765445077051,0.7491333323367806,0.805098840268079,0.6729586408075039,6.42933097072264
0.7753510261787493,0.2860727790446661,0.8247070300169936,0.7492384543532647,0.0817539055553389,0.673612474730728,0.8063262034200418,0.18912955286228894,0.9477295131243882,0.20939412491237375,5.032773498528599
0.4469747253822438,0.9453200959946481,0.3649782824007376,0.2269150152320054,0.6665360877219836,0.6710208571311953,0.8191404784856973,0.09453225845372626,0.7331261072507227,0.6727175876231102,5.1821389148448205
0.6286149181218404,0.00038092010697299283,0.6906816240994281,0.9547717395906954,0.7623016964004485,0.27852043363639645,0.6225276931730022,0.8222286004614723,0.790279841560101,0.06889309546379019,5.102315678881482
0.4518670408487252,0.4197704455237943,0.313734747931926,0.06245060816804171,0.43417407267076336,0.7103416746270733,0.504614168666221,0.5364654032029591,0.2994835119894357,0.8839661675248103,4.350831601389793
0.3199479080889014,0.49943430595452254,0.9744356035572659,0.8941444836458254,0.9099623801297898,0.24491595750371198,0.05806718438957903,0.07398857797576708,0.06384028446290835,0.2928695583209383,3.916913619987129
0.31016738190146653,0.21116585226141815,0.30513087953844487,0.09246266028604799,0.4380153827752,0.36090061253324,0.046241200490912626,0.7661155947541505,0.4133484305783105,0.2707016927259699,3.093478730463791
0.544194502965703,0.877046430567799,0.9085646876064911,0.8238790116013958,0.9079473950556914,0.1651767707840518,0.5645513026341549,0.021033005241886116,0.47000430880702404,0.6782472176597897,5.398047966078303
