dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,sum_sines
0.6096548653428624,0.13959557899225783,0.33804651466527824,0.6953001554085074,0.93023240268809,0.38619923568149583,0.6172771746445289,0.7771979852101781,4.14251872679736
0.5624975376368737,0.06566984373230078,0.8298035197656087,0.3032310018898483,0.9094906813136917,0.18935378780106815,0.7533069584275677,0.8062248464087248,4.018476421422682
0.38431322072587104,0.5132030219037014,0.7134932407784396,0.12615072810399364,0.9732294577582045,0.5527408487144503,0.7140897189168093,0.7231386815276806,4.314587849566392
0.5854127536701561,0.5080229068924904,0.31976177673046513,0.05338722707338861,0.38177435246429625,0.24115794317605754,0.08512283920372032,0.8894072939908235,2.8798100581637875
0.7711582342080344,0.2581730928255547,0.7238514538678982,0.8583845356895959,0.37441651051707736,0.022545839106420162,0.4493843994498443,0.8252795141726209,3.928765813933738
0.5413949604620377,0.6883648422860109,0.29063725692592124,0.32827771171931075,0.8721914671438807,0.0071535984855407575,0.26794278660463255,0.8321341026503252,3.5365950784063784
0.32608273157639267,0.3150134482404753,0.557643106407334,0.2282459278848301,0.5886573421228136,0.6494548446703798,0.18609415112471261,0.8704958924220739,3.495288725350018
0.5488661582996245,0.5557181692067391,0.6420171201087367,0.9675907833103464,0.7828114382010417,0.974864474641914,0.6512468242376735,0.4379685015548491,5.034787594497752
0.9622266021029454,0.9568475700334632,0.5851950460302955,0.6857848754506091,0.00024020457096307624,0.6127549178532247,0.18960865054841614,0.735486932483982,4.258275101920522
0.3657556539042425,0.46567687555428805,0.03654005843997421,0.431534004141614,0.3639134324483778,0.4802401371338253,0.3296388580282036,0.052777059310143426,2.455859539186994
0.8508949320186315,0.6961884135020764,0.8463557857857698,0.2788614992094438,0.53924097157101,0.11666642237160674,0.3798344620032582,0.4951390413321466,3.893107601647265
0.26840306599082264,0.07183329354729184,0.08784172153464598,0.669482253845705,0.6597816889969723,0.6205860512107237,0.4036839689825492,0.03873374077794878,2.6712617495836724
0.6310264584975831,0.7219372054977569,0.6701632814116748,0.8645561753907075,0.1082795301054521,0.4476930255280187,0.03355318538324614,0.7076203948859215,3.857264311663585
0.4891324039661529,0.1982149073942553,0.8608447746030741,0.23098318380640437,0.37834575195133835,0.848832942503435,0.8177226476973494,0.23133347065834675,3.732867198906157
0.24601842085853365,0.563798577806682,0.7801026954787498,0.4468396026846927,0.3799592764855969,0.9677107548231431,0.35034500770376564,0.30779614450545745,3.7540680123727483
0.35370465624489356,0.1997695103934536,0.4338378534851761,0.5904502483639297,0.35336731947400857,0.852458879209647,0.34713359057666493,0.8342502123477348,3.701867042156918
0.9876046082793709,0.06435929706103749,0.05859500608916146,0.3017463625178025,0.33133194851823633,0.4051421075902498,0.5867711361101821,0.5034216772942534,3.0103265825780445
0.2842188667214104,0.9076832577888722,0.8233526411129014,0.5403917665021776,0.40028973012017155,0.33636950598283777,0.8595273589843458,0.08130371481818688,3.8748841085845305
0.5277604484738213,0.9853215270403389,0.03820508775357856,0.9200684872182131,0.46409263842587856,0.41372334610322126,0.40712358722891406,0.5089775466608762,3.903775714124956
0.5644225101944107,0.2149600742489941,0.9633568517600387,0.5396713368801438,0.7404705474941473,0.6581648594088265,0.8137726620177235,0.24955103103753862,4.343356220665085
0.3612347637706147,0.5422095551853318,0.24574107642832954,0.32568711224193037,0.06757486977084637,0.32736040682448364,0.8511444258510262,0.2896646401088998,2.8594287782173717
0.6569886444657871,0.07195985068262212,0.32161119045424336,0.023274770858428995,0.6918872976478803,0.43878690993998104,0.01880405852732525,0.48801957520406114,2.572514859246501
0.14758139244385104,0.6775249059801972,0.6940232095054624,0.8612284056262626,0.20863753857641842,0.9321122714540417,0.28900217281148466,0.2711249177900942,3.7350106067900417
0.28567124294445834,0.7028647218282944,0.7915653954497796,0.3379148378896212,0.9436900572093875,0.8233038248644743,0.729653042685582,0.596421203070635,4.742603355136378
0.08410603919826476,0.2857878506247683,0.43933342747503334,0.37659921496170645,0.029856099911418132,0.5104122789925012,0.21468669883408864,0.19976246906649575,2.088883322573372
0.7674000559918958,0.9155327053545786,0.8966556385571106,0.10183200031600204,0.8512091860608261,0.3938238299464968,0.7027871655682298,0.37183134320972067,4.515522794064966
0.3311474967850694,0.42003223923161515,0.12442386126039173,0.884003510719772,0.023740434991612935,0.08761658946491102,0.05533903738602208,0.7930411726305004,2.5093489243060874
0.7306915950177438,0.15667927870254716,0.6640282114201628,0.07626265666599397,0.03268650784198046,0.2879499069847056,0.8445494490496314,0.43025634172725846,2.9973503513091186
0.2931248865984152,0.9316459744608054,0.03031088477565469,0.21343702794784158,0.9011800514300877,0.8614736754452307,0.7350043361160519,0.17481032666252194,3.721049373606402
0.5196246981314543,0.6455227992208724,0.29877435069988767,0.15066272406477688,0.571746032037764,0.1832455019392749,0.4769684951158175,0.49601014494605256,3.2009443293431477
0.219815258266719,0.7134561088310571,0.13036791057048192,0.5331977613393484,0.9444785964817912,0.5748879993570515,0.4738438600516738,0.897158244120425,4.102588419866479
0.3929396508081028,0.2883683121353744,0.35877067525869333,0.44326441085905344,0.333082129842618,0.6413971954503995,0.23104082290391026,0.10676402194989554,2.708133064486804
0.6099915100511573,0.7954040308929123,0.6527267341365464,0.8391989262145945,0.9849188721841934,0.7699427175894029,0.07149883107737132,0.07789903802337517,4.317049595139293
0.9571027189631398,0.6387930861662421,0.4541999083880828,0.4344289117813047,0.10483303156061785,0.4628312681817697,0.7811304949543258,0.6732996037730219,4.1521653062213195
0.6919801715666781,0.2253168698256387,0.9177217613548525,0.211875004965019,0.06175486749357795,0.5531542120248585,0.5018337725521016,0.1776397216648925,3.1108213059831806
0.9464151477221875,0.45982788060644797,0.4998618235230341,0.8527848158003231,0.9684252603446724,0.42119388320104656,0.26538621082622993,0.4069843377610143,4.378507146766218
0.08416843399845286,0.5342445041238104,0.7495550937580856,0.26475824341777365,0.955852411770802,0.16679013612382643,0.6085171254929936,0.035423000660745885,3.1261398399450364
0.4160753631016548,0.549559654724813,0.5597245685747051,0.0867794531232936,0.5928090953170049,0.8385989997926951,0.16102385990792534,0.8234354321077907,3.740323376562349
0.44479786852523506,0.5238012463834287,0.1462161553346487,0.28749730953738817,0.8910327879590416,0.487529836749506,0.4342947117892746,0.05479673162089005,3.0814059550538486
0.17317861955161196,0.31722482114487616,0.4365955202578299,0.9211065703544802,0.35583548656145025,0.07675459962711317,0.43336257687848767,0.5578485647044644,3.0777136076214893
0.4544653104595411,0.084105835347555,0.3585201773145452,0.010866622288891348,0.6795837347520727,0.6323046518506209,0.8875312414920958,0.757522965428504,3.5668580791240467
0.5670732603237525,0.5565813666442746,0.933101063243337,0.8195305911352572,0.1686835812179609,0.2736331890101412,0.6407269327816681,0.049840207022411875,3.685461793546405
0.6790145141902053,0.11908004865404453,0.13203410032133756,0.423439517649441,0.5738000655729939,0.8996686571327369,0.834924356848616,0.6820014218009038,3.98691676137402
0.019063736411209287,0.6894337509203027,0.9168450833847476,0.27484673416507077,0.4127085476141378,0.9355514254718679,0.48367586406583296,0.8388484105766011,4.135177558098265
0.7775866438875355,0.7391349612227688,0.9136163200642227,0.48055913971806963,0.3914079094027342,0.8276197301156654,0.5018539679577337,0.954381691993127,5.044024961420333
0.12003693233833135,0.17555462847736358,0.9692700292247278,0.791097176813375,0.12458596926469279,0.7576483325439195,0.4194370153997047,0.23775877387889155,3.2842513385296996
0.10440747299004349,0.023862380649101067,0.7322344682568928,0.5323871366637055,0.35800933385374945,0.9327762703166086,0.10044812810206283,0.5663401583416708,3.0947161673594064
0.45075470377167315,0.9523532358735798,0.2405032244761669,0.42733796483117703,0.7300772513049644,0.6804543014895705,0.18557417107507646,0.7625993881684806,4.074455629282083
0.8218143571979332,0.7172239567000795,0.7402194176451341,0.8364858312634113,0.13025208119643883,0.3074361602170954,0.2688167706866923,0.48704604363889314,3.9725288380977295
0.22882901580342685,0.5050499213835313,0.7653868062190161,0.8305723025536261,0.7466336132895536,0.7043280584753088,0.3868459296201502,0.5515194238507815,4.369766765735473
0.9524315279969807,0.8533366032293583,0.033091201385068825,0.5763072116653946,0.14286520283872894,0.8999859139674263,0.5470358105538874,0.8788188029254849,4.3621637823026465
0.1767278267885659,0.531762754392625,0.4624586265940841,0.3734657071749229,0.17172554937565065,0.35614695455157197,0.3465091592324453,0.14550088026239938,2.498009940149439
0.15452063932551408,0.46181272441096644,0.7207629891622956,0.6194851427379962,0.8167780505195033,0.25718723502259266,0.18151147101072407,0.005628344878572555,3.009502294171284
0.6384051252244224,0.4449263924475537,0.6523307917167875,0.2978719425159646,0.32285757326759823,0.32539596062012976,0.5675602112903209,0.5836306895874538,3.6524290881315276
0.35751189321991983,0.8296189993720645,0.6169717680388466,0.6307547995666842,0.20485863333825427,0.9171440342469585,0.3435311247485203,0.7543235538719212,4.274847893109674
0.6637223162112418,0.09863641628286746,0.02745249826940821,0.4510813713159959,0.182292391927931,0.149610110200321,0.13258985105391186,0.1857812831179424,1.8251709959234885
0.40287364294766037,0.8406725553092971,0.8370809311443179,0.15390666924278074,0.036676165630827096,0.324588641096047,0.30259256666833,0.3430354087055142,3.023076811956301
0.3762687257633156,0.24785430980341794,0.5819427269410934,0.10431926267600078,0.03048174652881641,0.542126737396533,0.6030010547583021,0.8414573630615025,3.125723118971137
0.6167018765149744,0.5945900922055726,0.6763059762706592,0.6401993817770467,0.996637149450378,0.6528969052291812,0.2164316599972098,0.07603277111078399,4.099633456480831
0.9615340480656391,0.6772694969575055,0.3123873238124206,0.13203191443546325,0.28452318703495727,0.7034790300274141,0.8830646150909548,0.8807314253755447,4.3571849784394345
0.8578834974268273,0.033712031144648935,0.5651504590511512,0.10090050619866686,0.42886861914606966,0.17277187104272052,0.02893939088791131,0.2973094884157135,2.33607780305796
0.924278653494459,0.7267371489298021,0.7262748859973825,0.8299439164903669,0.9055203821721711,0.7598217555921702,0.1342225240748025,0.2858890941982861,4.755972951433235
0.7177957450869955,0.33201373473138474,0.34123023922067064,0.9982565943572946,0.6623240946917995,0.17372948223786955,0.9532110012439574,0.6151937945831056,4.339051729128361
0.49956145803314955,0.11491258732017062,0.915669865828899,0.9095054457612275,0.47737691334044374,0.016077006718830056,0.9381527510866889,0.49984484824224706,3.9371553393026315
0.0931257650737708,0.7638309187129648,0.6908748028917863,0.33217396273449307,0.9033141473852174,0.03326057774792057,0.14626630588142886,0.49762899266195904,3.189720864432593
0.01563254401792158,0.2954050599751262,0.3008659615188525,0.15926531969082192,0.02817781850274026,0.05801193271350347,0.6567338651216531,0.29138525592390063,1.7456657611987438
0.4575252083939806,0.28360481290103734,0.3236756055890774,0.08386484744768108,0.9099290366629823,0.8071731740415754,0.8788672041338798,0.04470465206885976,3.4498692547636125
0.049734619836814375,0.5972523251808779,0.5142858543311473,0.11567804348744504,0.6474327870554948,0.5070821533260826,0.9487336405510801,0.23234960226413737,3.351132333054469
0.8999890089523549,0.5106652160547066,0.9530917108979915,0.7955634364104693,0.8593866913634753,0.7804259803957297,0.8012548975512254,0.24886638630955327,5.227105562730184
0.6721838767596336,0.7284886826252585,0.5262115115987168,0.052770423373079356,0.5387595221146683,0.4516938329355028,0.8952477758052885,0.8507683859862356,4.32515896997392
0.1785232778231982,0.30053230940031295,0.94420207495789,0.23951066691993794,0.07554530872937493,0.3380751156620765,0.3594480375389897,0.9632350382592566,3.100807292312979
0.29028092874878786,0.9330072427469855,0.9836448130874251,0.3205560960325874,0.37000405364981714,0.1090477804299087,0.2168489329389226,0.17342172495319008,3.095410204616774
0.4184540027289124,0.8645684442879836,0.2249219486848658,0.23699671762476893,0.9506672602194163,0.48589689038526873,0.6672665866176788,0.17899359351564093,3.7026638192345436
0.1947604971679311,0.7518767333535961,0.6130490324417678,0.29503804595439664,0.23293662295361528,0.4130723407146363,0.23411850962734304,0.2907830315389306,2.8936315716342462
0.7399337893087045,0.277300007019016,0.6251433998020529,0.5649227593163743,0.7984561181655059,0.7789256895962096,0.19937364807094438,0.16787416749328266,3.852500034549022
0.40911006027351515,0.06032916930748067,0.2797227101653029,0.5418978209735298,0.5731072740786367,0.7875082703239675,0.07986530684305637,0.5648353947626037,3.1158375067455517
0.9670549714531901,0.15616375899599444,0.7636130912503101,0.9611149685251369,0.8757946928996003,0.16067915514967002,0.2964200248850182,0.773548822743683,4.408931606679902
